Data_Abertura;Tipo;Motivo;Detalhe_Motivo;Status;Agrupamento;Nome;Porte;Grupo_Economico;UF
22/08/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
01/06/2023;Reclamação;Outros;Outros;Respondida;SCM;Claro S/A;Grande;Claro;BA
10/08/2023;Reclamação;NÃO INFORMADO;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
18/08/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RS
30/05/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;Tim Celular;N/A;TIM Group;DF
06/08/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
03/11/2023;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;Telefonica Brasil S.A.;Grande;Vivo;CE
18/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ
22/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S/A;Grande;Claro;RN
07/06/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S/A;Grande;Claro;BA
22/10/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;OI S.A.;Grande;Oi;RO
13/09/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;-;PR
10/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SC
19/05/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
09/04/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;MG
02/01/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PB
26/04/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;PA
08/11/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;ES
29/06/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
13/07/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ
13/08/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;MT
28/01/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;Telefonica Brasil S.A.;Grande;Vivo;RN
15/12/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
21/01/2022;Reclamação;N/A;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S.A.;Grande;Claro;RS
25/10/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;N/A;Claro;MG
04/11/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
02/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;PE
21/12/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
23/05/2022;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MA
16/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP
21/09/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;AP
27/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;PR
09/11/2023;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;DF
23/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S.A.;Grande;Claro;RS
15/04/2023;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RJ
28/02/2023;Reclamação;Outros;Outros;Respondida;SCM;CLARO S.A.;Grande;Claro;RN
14/04/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;CE
22/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
25/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
05/05/2022;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S.A.;Grande;Claro;MG
31/12/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;PE
18/02/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;MS
12/07/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PE
21/07/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
10/05/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
06/02/2022;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S/A;Grande;Claro;MS
07/05/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
19/07/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
12/02/2023;Reclamação;Outros;Outros;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PA
08/09/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;Net Serviços De Comunicação S.A.;Grande;Claro;PE
28/04/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SC
01/09/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PA
17/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
04/03/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
08/12/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
30/07/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;MG
03/07/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PA
19/05/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PI
29/07/2023;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;OI S.A.;Grande;Oi;GO
18/01/2023;Reclamação; ;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;PE
26/06/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;Claro S.A.;Grande;Claro;GO
01/05/2023;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S/A;Grande;Claro;MG
11/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
22/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR
28/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PE
02/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
01/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S/A;Grande;Claro;CE
17/06/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;Sercomtel S.A.;Pequeno;Sercomtel;PA
24/07/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RO
15/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;BA
19/08/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SC
22/12/2023;Reclamação;Outros;Outros;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
14/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Oi S.A.;Grande;Oi;SP
17/05/2022;Reclamação;N/A;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
06/01/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
11/05/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PR
27/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;BA
21/04/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;CE
07/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
13/06/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
24/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PA
15/09/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TIM CELULAR;Grande;TIM Group;AM
04/01/2022;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SC
09/02/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;N/A;Grande;Oi;RJ
22/06/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S/A;Grande;Claro;SP
24/03/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;SP
14/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PA
07/08/2022;Reclamação;Atendimento;Atendimento inadequado;Em Andamento;SCM;CLARO S.A.;Grande;Claro;ES
18/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
09/08/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;Tim Celular;Grande;TIM Group;MG
07/07/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;MG
11/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
05/03/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S/A;Grande;Claro;SC
08/07/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
08/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S.A.;Grande;Claro;PR
15/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
07/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
30/07/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
10/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;CLARO S.A.;Grande;Claro;SP
10/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
22/05/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PB
31/12/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;N/A;MG
13/05/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;CLARO S.A.;Grande;Claro;RS
10/06/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;OI S.A.;Grande;Oi;AL
19/03/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
16/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
08/08/2023;Reclamação;Falha; ;Respondida;SCM;CLARO S.A.;Grande;N/A;RJ
16/11/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
22/06/2023;Reclamação;Outros;Outros;Não Respondida;SCM;OI S.A.;Grande;Oi;PR
18/12/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RO
12/04/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PA
28/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MA
13/09/2022;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;SP
18/03/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;BA
22/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
12/09/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;BA
22/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
01/02/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
28/11/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Embratel S.A.;Grande;Claro;SC
08/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;AM
04/06/2023;Reclamação;Atendimento;Atendimento inadequado;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;RN
28/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S/A;Grande;Claro;MG
06/06/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;PI
07/02/2023;Reclamação;Outros;Outros;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
25/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;MG
19/01/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
17/06/2022;Reclamação;Instalação;Prazo de instalação excedido;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
05/05/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM; ;Grande;Vivo;RJ
24/05/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;PR
15/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;BA
20/08/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;DF
24/02/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;Claro S.A.;Grande;Claro;BA
15/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;SC
22/02/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
29/06/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;GO
11/05/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
17/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;CE
29/10/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;DF
13/10/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;RS
06/02/2022;Reclamação;Instalação;Prazo de instalação excedido;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;RS
28/10/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;ES
16/04/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
07/05/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;PE
31/07/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR
03/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;DF
12/07/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SC
24/08/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
14/03/2022;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;OI S.A.;Grande;Oi;SP
05/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
05/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;CE
18/05/2023;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR
23/07/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;RJ
11/02/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
17/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;OI S.A.;Grande;Oi;RN
25/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;MA
25/06/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
05/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;CE
01/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;PB
20/01/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
15/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;ES
29/11/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
23/10/2023;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;AM
31/03/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;OI S.A.;Grande;Oi;RS
03/05/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PR
19/11/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
12/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;MA
28/06/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;AL
02/03/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
08/10/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;RJ
25/03/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
17/09/2022;Reclamação;Velocidade;NÃO INFORMADO;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
03/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
12/09/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;PR
22/03/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;Telefonica Brasil S.A.;Grande;Vivo;CE
06/06/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AP
26/04/2022;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PA
25/10/2022;Reclamação;Contrato;N/A;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
22/02/2022;Reclamação;N/A;Falha/Interrupção do serviço;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;AM
16/10/2022;Reclamação;Atendimento;Atendimento inadequado;Em Andamento;SCM;CLARO S.A.;Grande;Claro;PR
24/09/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
07/04/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RS
14/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SC
06/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
03/10/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
27/10/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;Oi S.A.;Grande;Oi;SP
02/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;CLARO S.A.;Grande;Claro;CE
07/08/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
19/11/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MA
27/04/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
12/11/2023;Reclamação;Atendimento;Atendimento inadequado;Em Andamento;SCM;CLARO S.A.;Grande;Claro;PR
29/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;NÃO INFORMADO;ES
11/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RJ
30/07/2023;Reclamação;Velocidade;-;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
09/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP
01/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
19/08/2023;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;Claro S.A.;Grande;Claro;RS
30/07/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;MG
17/06/2022;Reclamação;-;Falha/Interrupção do serviço;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PI
19/02/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AL
17/11/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;BA
03/08/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
20/07/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
04/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;BA
06/02/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S/A;Grande;Claro;MG
19/12/2022;Reclamação;NÃO INFORMADO;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RN
03/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
05/01/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
22/12/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
09/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
22/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
10/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;DF
18/07/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;OI S.A.;Grande;Oi;PR
23/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;BA
14/05/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
15/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;CE
03/01/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;SP
07/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;GO
30/08/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PR
22/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;CLARO S.A.;Grande;Claro;RJ
17/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;MT
