ano_mes,marca,servico,solicitacoes
2018-09,OI,SMP_Pós,10194
2015-03,NEXTEL,SMP_Pós,10186
2017-03,NEXTEL,SMP_Pós,10095
2015-03,NET,STFC,10088
2017-12,OI,SMP_Pós,10072
2018-11,OI,SMP_Pós,10038
2018-02,SKY,SeAC,10028
2016-01,NEXTEL,SMP_Pós,9972
2019-04,SKY,SeAC,9943
2016-08,CLARO,SMP_Pré,9922
2018-12,CLARO,SeAC,9919
2015-02,OI,SMP_Pós,9875
2020-02,CLARO,SeAC,9841
2016-07,CLARO,SMP_Pré,9731
2019-01,SKY,SeAC,9702
2016-02,NEXTEL,SMP_Pós,9668
2020-01,SKY,SeAC,9667
2015-12,NEXTEL,SMP_Pós,9642
2016-10,NEXTEL,SMP_Pós,9629
2019-06,NET,SeAC,9626
2018-09,TIM,SCM,9570
2015-08,OI,SMP_Pré,9565
2019-12,SKY,SeAC,9562
2018-12,OI,SMP_Pós,9548
2018-06,OI,SMP_Pós,9548
2016-08,NET,STFC,9484
2016-12,NEXTEL,SMP_Pós,9483
2019-06,NET,SCM,9478
2016-11,NEXTEL,SMP_Pós,9476
2016-02,CLARO,SMP_Pré,9461
2019-01,TIM,SCM,9416
2017-06,NEXTEL,SMP_Pós,9400
2017-03,NET,STFC,9364
2015-05,VIVO,SMP_Pré,9333
2017-01,NET,STFC,9333
2018-02,OI,SMP_Pós,9299
2015-01,OI,SMP_Pós,9280
2015-04,NET,SCM,9278
2017-05,VIVO,SMP_Pré,9257
2020-04,CLARO,SMP_Pré,9243
2016-05,CLARO,SMP_Pré,9177
2016-10,NET,STFC,9156
2018-09,SKY,SeAC,9097
2019-06,SKY,SeAC,9037
2015-11,OI,SMP_Pré,9035
2015-07,OI,SMP_Pré,9001
2017-05,NET,STFC,8981
2016-09,NET,STFC,8960
2015-09,OI,SMP_Pré,8932
2017-03,VIVO,SMP_Pré,8928
2017-07,NEXTEL,SMP_Pós,8894
2019-03,SKY,SeAC,8867
2015-06,OI,SMP_Pré,8861
2019-01,CLARO,SeAC,8850
2019-11,SKY,SeAC,8848
2018-11,SKY,SeAC,8834
2017-10,NET,STFC,8775
2015-03,NET,SCM,8711
2016-11,NET,STFC,8683
2015-03,OI,SMP_Pré,8679
2015-05,NET,SCM,8673
2017-02,NEXTEL,SMP_Pós,8642
2018-11,NET,SCM,8604
2018-10,NET,SCM,8592
2019-02,SKY,SeAC,8586
2020-05,SKY,SeAC,8574
2017-09,NEXTEL,SMP_Pós,8573
2016-04,CLARO,SMP_Pré,8568
2019-04,TIM,SCM,8554
2015-12,OI,SMP_Pré,8539
2020-01,CLARO,SMP_Pré,8524
2018-12,NET,SCM,8510
2019-01,NET,STFC,8509
2015-04,VIVO,SMP_Pré,8498
2017-04,NEXTEL,SMP_Pós,8494
2018-08,NET,SCM,8431
2019-11,CLARO,SCM,8415
2020-05,CLARO,SMP_Pré,8413
2016-04,NET,STFC,8410
2019-02,TIM,SCM,8407
2020-03,TIM,SCM,8373
2016-12,NET,STFC,8365
2016-03,OI,SMP_Pré,8342
2016-09,CLARO,SMP_Pré,8324
2016-07,NET,STFC,8314
2020-03,SKY,SeAC,8294
2016-06,NET,STFC,8284
2016-05,NET,STFC,8281
2017-07,NET,STFC,8210
2017-09,NET,STFC,8201
2020-04,SKY,SeAC,8196
2017-11,NET,STFC,8194
2016-01,CLARO,SeAC,8166
2016-02,CLARO,SeAC,8162
2020-04,Outros,SCM,8131
2017-05,CLARO,SMP_Pré,8093
2018-07,NET,SCM,8083
2016-01,OI,SMP_Pré,8080
2018-03,NET,SCM,8073
2020-05,VIVO,SMP_Pré,8064
2015-02,CLARO,SMP_Pré,8046
2020-02,SKY,SeAC,7999
2018-01,NET,STFC,7976
2017-02,VIVO,SMP_Pré,7964
2017-08,NET,SCM,7941
2017-06,NET,STFC,7937
2017-03,CLARO,SMP_Pré,7906
2017-07,VIVO,SMP_Pré,7873
2018-05,NET,SCM,7869
2018-09,NET,SCM,7862
2020-04,VIVO,SMP_Pré,7829
2017-04,VIVO,SMP_Pré,7812
2020-03,Outros,SCM,7803
2017-08,VIVO,SMP_Pré,7783
2017-06,CLARO,SMP_Pré,7774
2015-02,NET,STFC,7753
2018-12,SKY,SeAC,7749
2017-05,NET,SCM,7744
2020-04,TIM,SCM,7721
2017-06,VIVO,SMP_Pré,7708
2017-10,NEXTEL,SMP_Pós,7702
2015-05,OI,SMP_Pré,7689
2018-04,NET,SCM,7677
2016-04,OI,SMP_Pré,7663
2015-02,NET,SeAC,7660
2017-10,NET,SCM,7652
2020-05,Outros,SCM,7642
2019-02,NET,STFC,7622
2015-03,CLARO,SeAC,7610
2015-10,OI,SMP_Pré,7570
2015-04,OI,SMP_Pré,7512
2015-07,NET,SCM,7493
2016-08,OI,SMP_Pré,7475
2017-07,NET,SCM,7475
2017-10,VIVO,SMP_Pré,7452
2016-03,CLARO,SeAC,7450
2018-01,NET,SCM,7427
2017-03,NET,SCM,7413
2015-06,NET,SCM,7394
2017-01,NET,SCM,7368
2017-09,VIVO,SMP_Pré,7358
2018-10,TIM,SCM,7349
2017-02,NET,STFC,7340
2018-03,VIVO,SMP_Pré,7316
2020-04,CLARO,STFC,7294
2015-05,CLARO,SeAC,7289
2018-06,NET,SCM,7285
2017-12,NET,STFC,7210
2016-03,Outros,Outros,7203
2018-03,NET,STFC,7165
2020-05,CLARO,STFC,7153
2017-01,CLARO,SMP_Pré,7148
2017-11,NET,SCM,7141
2016-03,NET,SCM,7104
2017-02,CLARO,SMP_Pré,7085
2020-03,VIVO,SMP_Pré,7084
2017-08,CLARO,SMP_Pré,7059
2015-02,VIVO,SMP_Pré,7016
2017-11,VIVO,SMP_Pré,6950
2015-02,OI,SMP_Pré,6940
2015-04,CLARO,SeAC,6934
2015-10,NET,SCM,6933
2018-04,NET,STFC,6922
2017-09,NET,SCM,6921
2016-01,NET,SCM,6885
2020-03,CLARO,STFC,6885
2016-02,OI,SMP_Pré,6881
2018-04,Outros,Outros,6875
2018-07,NET,STFC,6873
2019-03,NET,STFC,6862
2016-05,OI,SMP_Pré,6854
2015-09,NET,SCM,6854
2016-06,OI,SMP_Pré,6843
2016-10,CLARO,SMP_Pré,6839
2017-07,CLARO,SMP_Pré,6839
2017-04,NET,STFC,6837
2018-05,NET,STFC,6834
2018-11,TIM,SCM,6822
2015-08,NET,SCM,6809
2019-11,CLARO,SeAC,6808
2015-01,NET,SeAC,6792
2018-02,NET,SCM,6779
2015-07,CLARO,SeAC,6755
2016-11,CLARO,SMP_Pré,6724
2017-01,CLARO,SeAC,6723
2018-12,TIM,SCM,6715
2020-02,CLARO,SMP_Pré,6647
2019-05,TIM,SCM,6619
2015-12,CLARO,SeAC,6593
2017-04,NET,SCM,6574
2018-02,NET,STFC,6566
2019-05,NET,STFC,6562
2016-09,OI,SMP_Pré,6536
2017-06,NET,SCM,6522
2018-08,NET,STFC,6516
2016-11,CLARO,SeAC,6507
2020-01,CLARO,STFC,6501
2018-01,VIVO,SMP_Pré,6492
2017-12,NET,SCM,6466
2017-12,VIVO,SMP_Pré,6460
2016-12,CLARO,SMP_Pré,6443
2020-03,CLARO,SMP_Pré,6439
2019-09,VIVO,SMP_Pré,6437
2015-06,CLARO,SeAC,6430
2019-04,NET,STFC,6398
2016-02,NET,SCM,6378
2016-11,NET,SCM,6377
2018-06,NET,STFC,6376
2019-11,VIVO,SMP_Pré,6374
2020-01,VIVO,SMP_Pré,6370
2017-01,OI,SMP_Pré,6357
2020-02,VIVO,SMP_Pré,6336
2018-10,OI,SMP_Pré,6302
2019-07,NET,STFC,6299
2016-12,NET,SCM,6289
2016-08,NET,SCM,6285
2017-03,Outros,Outros,6279
2019-10,VIVO,SMP_Pré,6268
2015-02,NEXTEL,SMP_Pós,6260
2015-11,NET,SCM,6239
2018-01,NEXTEL,SMP_Pós,6236
2018-10,NET,STFC,6236
2018-04,VIVO,SMP_Pré,6219
2016-07,OI,SMP_Pré,6209
2019-12,VIVO,SMP_Pré,6196
2019-12,CLARO,SMP_Pré,6185
2016-07,NET,SCM,6158
2017-11,NEXTEL,SMP_Pós,6152
2017-09,CLARO,SMP_Pré,6146
2017-02,NET,SCM,6136
2016-08,CLARO,SeAC,6115
2015-12,NET,SCM,6113
2015-11,CLARO,SeAC,6111
2018-03,Outros,Outros,6106
2016-06,NET,SCM,6098
2019-07,VIVO,SMP_Pré,6075
2018-12,NET,STFC,6074
2015-03,OI,SeAC,6053
2016-10,NET,SCM,6045
2016-12,OI,SMP_Pré,6022
2015-10,CLARO,SeAC,6012
2015-01,NET,STFC,6009
2016-11,OI,SMP_Pré,6008
2016-03,OI,SeAC,5962
2016-05,NET,SCM,5956
2020-01,OI,SMP_Pré,5956
2019-12,OI,SMP_Pré,5951
2020-05,OI,SMP_Pré,5941
2016-04,Outros,Outros,5938
2018-02,VIVO,SMP_Pré,5923
2016-04,CLARO,SeAC,5921
2017-04,CLARO,SMP_Pré,5917
2016-12,CLARO,SeAC,5916
2018-05,OI,SMP_Pré,5896
2016-09,CLARO,SeAC,5888
2016-04,NET,SCM,5868
2016-10,CLARO,SeAC,5867
2018-04,OI,SMP_Pré,5860
2016-10,OI,SMP_Pré,5837
2017-03,CLARO,SeAC,5832
2018-10,VIVO,SMP_Pré,5830
2020-02,TIM,SCM,5821
2018-01,OI,SMP_Pré,5821
2020-02,CLARO,STFC,5812
2019-07,TIM,SCM,5812
2017-10,CLARO,SMP_Pré,5810
2016-09,NET,SCM,5781
2019-01,CLARO,SMP_Pré,5775
2018-11,NET,STFC,5745
2017-08,Outros,Outros,5712
2019-08,NET,STFC,5703
2015-02,NET,SCM,5700
2019-08,VIVO,SMP_Pré,5693
2018-08,VIVO,SMP_Pré,5693
2018-08,TIM,SCM,5655
2019-02,VIVO,SMP_Pré,5647
2015-09,CLARO,SeAC,5631
2019-11,OI,SMP_Pré,5591
2019-01,VIVO,SMP_Pré,5554
2016-06,Outros,Outros,5553
2019-05,VIVO,SMP_Pré,5542
2015-07,Outros,Outros,5521
2015-08,CLARO,SeAC,5520
2017-03,OI,SMP_Pré,5499
2018-09,NET,STFC,5494
2016-07,CLARO,SeAC,5485
2016-07,Outros,Outros,5477
2019-06,NET,STFC,5473
2020-05,TIM,SCM,5466
2016-06,OI,SeAC,5454
2020-04,OI,SMP_Pré,5453
2017-08,OI,SMP_Pré,5439
2016-05,Outros,Outros,5432
2020-01,TIM,SCM,5424
2019-07,OI,SMP_Pré,5388
2016-05,CLARO,SeAC,5384
2016-02,Outros,Outros,5371
2017-10,OI,SMP_Pré,5369
2018-08,OI,SMP_Pré,5361
2019-10,NET,STFC,5353
2019-10,OI,SMP_Pré,5344
2019-08,CLARO,SMP_Pré,5335
2017-05,CLARO,SeAC,5327
2019-07,CLARO,SMP_Pré,5324
2017-02,OI,SMP_Pré,5318
2018-03,NEXTEL,SMP_Pós,5317
2018-03,CLARO,SMP_Pré,5308
2017-11,CLARO,SMP_Pré,5299
2018-07,OI,SMP_Pré,5298
2019-02,CLARO,SeAC,5295
2019-09,NET,STFC,5294
2015-01,OI,SMP_Pré,5284
2016-02,OI,SeAC,5268
2019-05,OI,SMP_Pré,5268
2016-01,Outros,Outros,5264
2019-08,OI,SMP_Pré,5259
2017-05,OI,SMP_Pré,5245
2016-05,OI,SeAC,5239
2016-08,Outros,Outros,5210
2020-03,OI,SMP_Pré,5207
2015-04,OI,SeAC,5203
2016-06,CLARO,SeAC,5195
2019-09,CLARO,SMP_Pré,5173
2018-07,VIVO,SMP_Pré,5166
2018-11,OI,SMP_Pré,5165
2018-01,CLARO,SMP_Pré,5158
2019-06,TIM,SCM,5151
2019-03,CLARO,SMP_Pré,5139
2018-03,OI,SMP_Pré,5122
2016-04,OI,SeAC,5118
2015-05,OI,SeAC,5106
2017-12,NEXTEL,SMP_Pós,5095
2016-08,OI,SeAC,5093
2017-11,OI,SMP_Pré,5088
2018-05,VIVO,SMP_Pré,5084
2018-01,Outros,Outros,5073
2015-03,Outros,Outros,5063
2015-09,OI,SeAC,5058
2018-04,NEXTEL,SMP_Pós,5049
2019-01,OI,SMP_Pré,5044
2018-02,CLARO,SMP_Pré,5042
2019-09,OI,SMP_Pré,5019
2019-04,CLARO,SMP_Pré,4996
2019-06,VIVO,SMP_Pré,4992
2017-07,Outros,Outros,4991
2017-12,OI,SMP_Pré,4983
2015-07,OI,SeAC,4977
2020-01,Outros,SCM,4969
2017-10,Outros,Outros,4967
2018-11,VIVO,SMP_Pré,4967
2019-04,OI,SMP_Pré,4959
2018-09,VIVO,SMP_Pré,4942
2019-05,CLARO,SMP_Pré,4939
2016-01,OI,SeAC,4937
2015-06,Outros,Outros,4924
2018-02,NEXTEL,SMP_Pós,4908
2018-04,CLARO,SMP_Pré,4907
2019-04,VIVO,SMP_Pré,4906
2017-07,OI,SMP_Pré,4902
2015-01,NEXTEL,SMP_Pós,4894
2017-01,OI,SeAC,4889
2018-09,OI,SMP_Pré,4884
2015-02,CLARO,SeAC,4874
2020-02,OI,SMP_Pré,4867
2019-02,CLARO,SMP_Pré,4861
2017-09,OI,SMP_Pré,4856
2015-12,OI,SeAC,4854
2018-05,NEXTEL,SMP_Pós,4849
2015-01,CLARO,SMP_Pré,4847
2019-09,TIM,SCM,4846
2017-03,OI,SeAC,4840
2015-10,OI,SeAC,4840
2019-03,VIVO,SMP_Pré,4836
2019-10,CLARO,SMP_Pré,4830
2019-12,TIM,SCM,4821
2019-11,CLARO,SMP_Pré,4812
2019-08,TIM,SCM,4809
2018-06,OI,SMP_Pré,4800
2015-09,Outros,Outros,4798
2017-02,CLARO,SeAC,4795
2020-02,Outros,SCM,4792
2019-03,Outros,Outros,4771
2019-01,Outros,Outros,4747
2015-06,OI,SeAC,4739
2018-06,VIVO,SMP_Pré,4726
2015-05,Outros,Outros,4725
2017-05,Outros,Outros,4722
2015-08,OI,SeAC,4704
2019-02,OI,SMP_Pré,4683
2017-04,Outros,Outros,4680
2019-07,Outros,Outros,4674
2015-01,VIVO,SMP_Pré,4672
2016-09,Outros,Outros,4668
2016-12,OI,SeAC,4662
2015-12,Outros,Outros,4661
2018-05,Outros,Outros,4658
2020-01,NEXTEL,SMP_Pós,4656
2015-08,Outros,Outros,4656
2017-12,CLARO,SMP_Pré,4648
2015-01,NET,SCM,4640
2015-10,Outros,Outros,4628
2017-09,Outros,Outros,4628
2017-04,CLARO,SeAC,4621
2015-11,Outros,Outros,4619
2018-08,NEXTEL,SMP_Pós,4614
2015-04,Outros,Outros,4610
2018-07,CLARO,SMP_Pré,4609
2019-06,OI,SMP_Pré,4604
2017-06,OI,SMP_Pré,4595
2017-01,Outros,Outros,4589
2017-04,OI,SMP_Pré,4584
2016-07,OI,SeAC,4562
2019-10,TIM,SCM,4553
2018-12,OI,SMP_Pré,4552
2018-10,Outros,Outros,4551
2017-11,Outros,Outros,4526
2016-11,OI,SeAC,4494
2017-06,Outros,Outros,4489
2018-05,CLARO,SMP_Pré,4472
2019-03,OI,SMP_Pré,4463
2019-12,CLARO,STFC,4445
2018-08,Outros,Outros,4440
2015-11,OI,SeAC,4423
2018-12,VIVO,SMP_Pré,4417
2018-02,Outros,Outros,4397
2018-02,OI,SMP_Pré,4367
2016-10,OI,SeAC,4351
2018-07,NEXTEL,SMP_Pós,4350
2019-11,TIM,SCM,4347
2017-08,CLARO,SeAC,4347
2019-12,Outros,SCM,4345
2020-05,Outros,Outros,4328
2018-08,CLARO,SMP_Pré,4326
2018-12,CLARO,SMP_Pré,4325
2019-08,Outros,Outros,4312
2016-09,OI,SeAC,4311
2018-06,CLARO,SMP_Pré,4308
2017-10,CLARO,SeAC,4265
2016-11,Outros,Outros,4249
2019-06,CLARO,SMP_Pré,4248
2017-07,CLARO,SeAC,4244
2017-06,CLARO,SeAC,4232
2019-10,NEXTEL,SMP_Pós,4231
2018-10,NEXTEL,SMP_Pós,4215
2018-01,CLARO,SeAC,4212
2019-03,CLARO,SeAC,4190
2016-10,Outros,Outros,4189
2019-02,Outros,Outros,4189
2020-04,NEXTEL,SMP_Pós,4184
2019-10,Outros,Outros,4181
2019-04,Outros,Outros,4143
2018-11,CLARO,SMP_Pré,4134
2017-12,Outros,Outros,4133
2018-06,NEXTEL,SMP_Pós,4122
2016-12,Outros,Outros,4108
2018-07,Outros,Outros,4105
2018-04,TIM,SCM,4069
2019-05,Outros,Outros,4065
2019-07,NEXTEL,SMP_Pós,4056
2019-08,NEXTEL,SMP_Pós,4044
2020-04,Outros,Outros,4029
2018-11,NEXTEL,SMP_Pós,4002
2017-11,CLARO,SeAC,3994
2018-07,TIM,SCM,3981
2018-06,Outros,Outros,3978
2018-09,Outros,Outros,3972
2018-10,CLARO,SMP_Pré,3965
2018-09,NEXTEL,SMP_Pós,3960
2018-11,Outros,Outros,3960
2019-11,NET,SCM,3954
2019-01,NEXTEL,SMP_Pós,3944
2019-09,NEXTEL,SMP_Pós,3930
2017-08,OI,SeAC,3927
2017-05,OI,SeAC,3919
2019-09,Outros,Outros,3888
2019-01,Outros,SCM,3879
2015-03,VIVO,SeAC,3858
2017-02,OI,SeAC,3844
2019-12,NEXTEL,SMP_Pós,3818
2018-03,TIM,SCM,3803
2017-09,CLARO,SeAC,3776
2017-02,Outros,Outros,3745
2018-12,Outros,Outros,3743
2020-05,NEXTEL,SMP_Pós,3721
2018-11,CLARO,SeAC,3709
2019-11,NET,SeAC,3705
2018-09,CLARO,SMP_Pré,3699
2017-10,OI,SeAC,3679
2015-01,CLARO,SeAC,3678
2019-03,NEXTEL,SMP_Pós,3646
2018-05,TIM,SCM,3604
2019-01,VIVO,SeAC,3584
2019-10,Outros,SCM,3577
2019-06,Outros,Outros,3561
2019-11,Outros,Outros,3557
2020-03,Outros,Outros,3542
2019-11,NEXTEL,SMP_Pós,3536
2019-07,Outros,SCM,3528
2020-01,Outros,Outros,3526
2017-04,OI,SeAC,3497
2019-04,CLARO,SeAC,3473
2019-02,NEXTEL,SMP_Pós,3469
2020-02,NEXTEL,SMP_Pós,3465
2019-04,NEXTEL,SMP_Pós,3465
2020-03,NEXTEL,SMP_Pós,3451
2015-04,VIVO,SeAC,3445
2016-07,TIM,SCM,3396
2019-05,NEXTEL,SMP_Pós,3390
2018-07,CLARO,SeAC,3389
2017-07,OI,SeAC,3379
2018-03,CLARO,SeAC,3374
2019-03,Outros,SCM,3371
2019-09,Outros,SCM,3365
2018-12,NEXTEL,SMP_Pós,3353
2019-06,NEXTEL,SMP_Pós,3347
2017-09,OI,SeAC,3316
2017-06,OI,SeAC,3300
2018-08,CLARO,SeAC,3298
2019-07,CLARO,SeAC,3296
2018-02,TIM,SCM,3288
2019-08,Outros,SCM,3282
2017-12,CLARO,SeAC,3280
2019-05,CLARO,SeAC,3280
2018-10,CLARO,SeAC,3280
2015-02,OI,SeAC,3278
2017-08,VIVO,SeAC,3260
2015-07,VIVO,SeAC,3233
2015-01,VIVO,SeAC,3224
2018-01,TIM,SCM,3214
2019-02,Outros,SCM,3213
2019-11,Outros,SCM,3211
2018-04,CLARO,SeAC,3184
2020-02,Outros,Outros,3160
2017-03,VIVO,SeAC,3143
2017-11,TIM,SCM,3143
2018-05,CLARO,SeAC,3134
2015-10,VIVO,SeAC,3128
2019-05,VIVO,SeAC,3125
2018-02,CLARO,SeAC,3121
2017-11,OI,SeAC,3111
2019-07,VIVO,SeAC,3103
2018-03,VIVO,SeAC,3102
2019-05,Outros,SCM,3097
2019-03,VIVO,SeAC,3097
2017-12,TIM,SCM,3094
2019-10,VIVO,SeAC,3089
2018-01,OI,SeAC,3076
2019-04,VIVO,SeAC,3075
2015-05,VIVO,SeAC,3067
2019-08,CLARO,SeAC,3060
2018-06,TIM,SCM,3052
2015-02,Outros,Outros,3041
2017-05,VIVO,SeAC,3040
2018-04,VIVO,SeAC,3033
2015-06,VIVO,SeAC,3027
2018-12,Outros,SCM,3022
2019-06,Outros,SCM,3022
2015-02,VIVO,SeAC,3020
2019-08,OI,SeAC,3013
2016-02,TIM,SCM,3001
2018-06,CLARO,SeAC,2985
2018-05,VIVO,SeAC,2968
2017-01,VIVO,SeAC,2962
2019-07,OI,SeAC,2949
2019-02,VIVO,SeAC,2934
2018-10,Outros,SCM,2933
2018-10,VIVO,SeAC,2930
2019-04,Outros,SCM,2925
2015-09,VIVO,SeAC,2910
2018-07,VIVO,SeAC,2906
2018-09,CLARO,SeAC,2891
2020-01,OI,SeAC,2874
2019-09,VIVO,SeAC,2853
2016-03,VIVO,SeAC,2853
2016-08,VIVO,SeAC,2847
2018-03,OI,SeAC,2809
2018-08,OI,SeAC,2790
2019-12,Outros,Outros,2788
2019-01,OI,SeAC,2785
2016-06,TIM,SCM,2778
2019-08,VIVO,SeAC,2778
2018-11,Outros,SCM,2776
2018-08,VIVO,SeAC,2774
2019-09,OI,SeAC,2765
2018-07,Outros,SCM,2763
2019-06,CLARO,SeAC,2753
2018-09,VIVO,SeAC,2734
2018-11,VIVO,SeAC,2731
2018-08,Outros,SCM,2727
2016-04,VIVO,SeAC,2724
2019-05,OI,SeAC,2723
2019-04,OI,SeAC,2721
2018-06,VIVO,SeAC,2716
2019-10,OI,SeAC,2701
2018-01,VIVO,SeAC,2698
2017-07,VIVO,SeAC,2691
2015-11,VIVO,SeAC,2690
2018-12,VIVO,SeAC,2688
2017-12,OI,SeAC,2682
2016-01,VIVO,SeAC,2679
2015-08,VIVO,SeAC,2677
2019-03,OI,SeAC,2663
2019-06,VIVO,SeAC,2662
2017-09,TIM,SCM,2649
2019-11,VIVO,SeAC,2632
2017-04,VIVO,SeAC,2632
2018-10,OI,SeAC,2620
2019-11,OI,SeAC,2594
2015-12,VIVO,SeAC,2592
2016-07,VIVO,SeAC,2592
2016-11,VIVO,SeAC,2585
2016-02,VIVO,SeAC,2579
2017-06,TIM,SCM,2569
2017-02,VIVO,SeAC,2568
2019-11,CLARO,STFC,2562
2016-09,VIVO,SeAC,2553
2018-04,OI,SeAC,2540
2017-06,VIVO,SeAC,2530
2019-10,CLARO,SeAC,2524
2017-10,TIM,SCM,2518
2019-12,OI,SeAC,2509
2018-09,Outros,SCM,2507
2019-01,TIM,STFC,2501
2017-10,VIVO,SeAC,2499
2020-01,VIVO,SeAC,2483
2018-07,OI,SeAC,2480
2016-12,VIVO,SeAC,2477
2018-05,OI,SeAC,2464
2015-01,OI,SeAC,2461
2018-09,OI,SeAC,2460
2015-01,Outros,Outros,2458
2016-05,VIVO,SeAC,2457
2019-02,OI,SeAC,2455
2017-09,VIVO,SeAC,2454
2019-09,CLARO,SeAC,2448
2018-02,VIVO,SeAC,2445
2018-02,OI,SeAC,2376
2018-11,OI,SeAC,2368
2016-06,VIVO,SeAC,2358
2019-12,VIVO,SeAC,2352
2020-03,OI,SeAC,2350
2016-08,TIM,SCM,2348
2018-12,OI,SeAC,2308
2020-05,HUGHES,SCM,2305
2016-10,VIVO,SeAC,2292
2018-11,TIM,STFC,2285
2016-04,Outros,SCM,2272
2017-11,VIVO,SeAC,2269
2019-06,OI,SeAC,2266
2018-06,OI,SeAC,2258
2017-08,TIM,SCM,2250
2020-02,OI,SeAC,2235
2019-04,TIM,STFC,2235
2019-03,TIM,STFC,2230
2020-03,VIVO,SeAC,2229
2019-05,TIM,STFC,2224
2020-02,VIVO,SeAC,2219
2018-10,TIM,STFC,2195
2020-05,VIVO,SeAC,2192
2020-04,OI,SeAC,2180
2020-05,OI,SeAC,2148
2018-06,Outros,SCM,2144
2019-02,TIM,STFC,2117
2018-09,TIM,STFC,2082
2017-12,Outros,SCM,2054
2017-12,VIVO,SeAC,2046
2018-01,Outros,SCM,2009
2017-07,TIM,SCM,1977
2017-01,TIM,SCM,1966
2017-11,Outros,SCM,1950
2018-12,TIM,STFC,1942
2017-01,Outros,SCM,1932
2017-03,Outros,SCM,1913
2016-09,TIM,SCM,1911
2020-04,VIVO,SeAC,1896
2017-10,Outros,SCM,1896
2018-03,Outros,SCM,1864
2017-08,Outros,SCM,1822
2019-07,TIM,STFC,1821
2020-03,TIM,STFC,1812
2017-07,Outros,SCM,1801
2017-05,Outros,SCM,1784
2016-10,TIM,SCM,1772
2018-08,TIM,STFC,1756
2018-02,Outros,SCM,1748
2019-08,TIM,STFC,1725
2016-11,TIM,SCM,1718
2017-05,TIM,SCM,1675
2016-05,TIM,SCM,1671
2016-02,Outros,SCM,1670
2019-10,TIM,STFC,1667
2019-11,NET,STFC,1667
2018-04,TIM,STFC,1665
2018-03,TIM,STFC,1662
2020-01,TIM,STFC,1644
2016-03,TIM,SCM,1630
2019-09,TIM,STFC,1627
2016-01,TIM,SCM,1617
2017-06,Outros,SCM,1614
2017-09,Outros,SCM,1591
2016-05,Outros,SCM,1587
2018-07,TIM,STFC,1584
2016-08,Outros,SCM,1578
2017-02,Outros,SCM,1571
2019-06,TIM,STFC,1549
2016-12,Outros,SCM,1548
2016-01,Outros,SCM,1544
2016-07,Outros,SCM,1538
2016-03,Outros,SCM,1533
2016-11,Outros,SCM,1518
2018-05,TIM,STFC,1493
2017-02,TIM,SCM,1486
2020-02,TIM,STFC,1485
2017-03,TIM,SCM,1474
2015-06,Outros,SCM,1472
2017-08,TIM,STFC,1466
2015-09,Outros,SCM,1466
2016-12,TIM,SCM,1453
2018-05,Outros,SCM,1445
2017-06,TIM,STFC,1444
2015-07,Outros,SCM,1444
2016-09,Outros,SCM,1437
2017-12,TIM,STFC,1434
2017-10,TIM,STFC,1427
2016-06,Outros,SCM,1424
2018-01,TIM,STFC,1424
2015-12,TIM,SCM,1415
2016-08,TIM,STFC,1396
2015-12,Outros,SCM,1385
2020-04,TIM,STFC,1382
2015-10,TIM,SCM,1369
2019-12,TIM,STFC,1365
2015-11,Outros,SCM,1362
2017-11,TIM,STFC,1360
2017-04,Outros,SCM,1347
2017-05,TIM,STFC,1345
2016-04,TIM,SCM,1343
2016-10,Outros,SCM,1334
2019-11,TIM,STFC,1311
2018-06,TIM,STFC,1308
2018-04,Outros,SCM,1306
2015-11,TIM,SCM,1301
2015-10,Outros,SCM,1275
2015-08,Outros,SCM,1263
2017-07,TIM,STFC,1259
2015-05,Outros,SCM,1251
2018-02,TIM,STFC,1250
2017-05,SKY,SCM,1249
2018-08,SKY,SCM,1248
2016-07,TIM,STFC,1248
2017-03,SKY,SCM,1224
2017-01,TIM,STFC,1223
2020-05,TIM,STFC,1217
2017-08,SKY,SCM,1206
2017-09,TIM,STFC,1205
2015-03,Outros,SCM,1200
2016-06,TIM,STFC,1198
2017-04,TIM,SCM,1196
2016-11,TIM,STFC,1194
2015-04,Outros,SCM,1191
2016-12,TIM,STFC,1185
2019-01,SKY,SCM,1178
2017-03,TIM,STFC,1171
2018-07,SKY,SCM,1165
2016-09,TIM,STFC,1159
2020-04,HUGHES,SCM,1146
2016-10,TIM,STFC,1131
2016-07,SKY,SCM,1122
2018-01,SKY,SCM,1110
2019-07,ALGAR,SCM,1095
2019-01,ALGAR,SCM,1078
2015-07,SKY,SCM,1056
2016-08,SKY,SCM,1049
2019-02,SKY,SCM,1043
2018-10,SKY,SCM,1040
2017-02,TIM,STFC,1034
2019-03,SKY,SCM,1031
2016-01,SKY,SCM,1020
2015-03,TIM,SCM,1008
2017-07,SKY,SCM,1004
2019-05,SKY,SCM,1001
2017-10,SKY,SCM,999
2017-04,SKY,SCM,992
2017-01,SKY,SCM,986
2018-05,SKY,SCM,980
2016-06,SKY,SCM,969
2018-09,SKY,SCM,961
2020-05,SKY,SCM,950
2019-04,SKY,SCM,948
2016-05,TIM,STFC,943
2015-02,Outros,SCM,938
2018-11,SKY,SCM,936
2017-04,TIM,STFC,935
2015-07,TIM,SCM,927
2017-02,SKY,SCM,927
2018-06,SKY,SCM,924
2018-12,ALGAR,SCM,923
2016-11,SKY,SCM,923
